22.1098	29.5926	2.75154
22.2089	29.4979	3.6762
22.2757	29.6096	0.559876
22.2214	29.6308	0.869784
22.1521	29.6819	1.07216
22.2158	29.8604	0.552726
22.2748	29.8615	0.692288
22.3981	29.6525	0.551246
22.5409	29.5313	0.631378
21.947	29.3411	1.35577
21.9413	29.2946	1.28607
21.9512	29.5575	0.753101
21.8912	29.4751	0.555781
21.7656	29.574	0.716242
21.8581	29.8086	1.44281
21.9559	29.8491	0.758949
21.9442	29.9009	0.755698
21.9196	29.9233	0.6215
21.8569	29.928	0.677072
21.8203	29.9466	0.593523
21.8324	29.2516	0.841466
21.7364	29.2353	0.846711
21.7508	29.4107	0.63575
21.8058	29.3837	0.794186
21.8014	29.9065	0.889867
21.6976	29.5864	0.871311
21.7037	29.541	0.598986
21.6878	29.299	0.870967
21.6515	29.2061	0.782239
21.6458	29.2347	0.632785
21.6318	29.1767	0.836326
21.6246	29.1186	1.54613
21.5692	29.2032	1.05959
21.5371	29.184	0.722913
21.5192	29.2486	1.11114
21.4925	29.319	0.772845
21.5224	29.3823	1.19536
21.495	29.4079	1.3463
21.5774	29.418	1.43298
21.6135	29.503	0.752174
21.6738	29.4551	0.598876
21.887	29.7863	0.594931
21.5045	29.8478	1.46726
21.5733	29.9507	0.620056
21.508	29.7406	0.582386
21.4902	29.6392	0.521155
21.5209	30.0261	0.555108
